State,County,Agency,Scraper,Website,Courts Website,What Data Exists,Code,FOIA Req Needed?,NIBRS?,2019 Population,Percent completion
Ohio,Washington County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://washingtoncountysheriff.org/wcso-jail-listing/ , https://washingtoncountysheriff.org/inmate-records/ , https://washingtoncountysheriff.org/online-public-records-request-new/","https://www.mariettacourt.com/recordSearch.php , http://cveaccess.washingtongov.org/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster, booking reports",,Sheriff,OIBRS,"59,911",
Ohio,Wayne County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://www.waynecountysheriff.com/ , https://www.waynecountysheriff.com/wayne-county-jail",https://courtsweb.waynecourts.org/publicaccess/Home.aspx/Search,"Incident reports, traffic citations, criminal cases, jail roster",,"Sheriff, County Jail",OIBRS,"115,710",
Ohio,Williams County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"https://www.ccnoregionaljail.org/Bookings.htm , https://www.williamscountysheriff.com/contact-us/","https://www.bryanmunicipalcourt.com/recordSearch.php , http://pa.wmsco.org/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"36,692",
Ohio,Wood County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,"http://72.240.31.242/p2c/jailinmates.aspx , http://woodcountysheriff.com/services/public-records-policy/","https://web1.civicacmi.com/BowlingGreenMC/Court/ , https://pub.clerkofcourt.co.wood.oh.us/eservices/home.page","Incident reports, traffic citations, criminal cases (x2), jail roster",,Sheriff,OIBRS,"130,817",
Ohio,Wyandot County,"Sheriff, Court of Common Pleas, Municipal Courts, County Jail",,http://www.co.wyandot.oh.us/sheriff/services.php,"http://court.co.wyandot.oh.us/ , https://www.uppermunicourt.com/recordSearch.php?k=searchForm8820","Incident reports, traffic citations, criminal cases (x2), jail roster",,"Sheriff, County Jail",OIBRS,"21,772",
Oklahoma,Adair County,,,,,,,,,"22,194",
Oklahoma,Alfalfa County,,,,,,,,,"5,702",
Oklahoma,Atoka County,,,,,,,,,"13,758",
Oklahoma,Beaver County,,,,,,,,,"5,311",
Oklahoma,Beckham County,,,,,,,,,"21,859",
Oklahoma,Blaine County,,,,,,,,,"9,429",
Oklahoma,Bryan County,,,,,,,,,"47,995",
Oklahoma,Caddo County,,,,,,,,,"28,762",
Oklahoma,Canadian County,,,,,,,,,"148,306",
Oklahoma,Carter County,,,,,,,,,"48,111",
Oklahoma,Cherokee County,,,,,,,,,"48,657",
Oklahoma,Choctaw County,,,,,,,,,"14,672",
Oklahoma,Cimarron County,,,,,,,,,"2,137",
Oklahoma,Cleveland County,,,,,,,,,"284,014",
Oklahoma,Coal County,,,,,,,,,"5,495",
Oklahoma,Comanche County,,,,,,,,,"120,749",
Oklahoma,Cotton County,,,,,,,,,"5,666",
Oklahoma,Craig County,,,,,,,,,"14,142",
Oklahoma,Creek County,,,,,,,,,"71,522",
Oklahoma,Custer County,,,,,,,,,"29,003",
Oklahoma,Delaware County,,,,,,,,,"43,009",
Oklahoma,Dewey County,,,,,,,,,"4,891",
Oklahoma,Ellis County,,,,,,,,,"3,859",
Oklahoma,Garfield County,,,,,,,,,"61,056",
Oklahoma,Garvin County,,,,,,,,,"27,711",
Oklahoma,Grady County,,,,,,,,,"55,834",
Oklahoma,Grant County,,,,,,,,,"4,333",
Oklahoma,Greer County,,,,,,,,,"5,712",
Oklahoma,Harmon County,,,,,,,,,"2,653",
Oklahoma,Harper County,,,,,,,,,"3,688",
Oklahoma,Haskell County,,,,,,,,,"12,627",
Oklahoma,Hughes County,,,,,,,,,"13,279",
Oklahoma,Jackson County,,,,,,,,,"24,530",
Oklahoma,Jefferson County,,,,,,,,,"6,002",
Oklahoma,Johnston County,,,,,,,,,"11,085",
Oklahoma,Kay County,,,,,,,,,"43,538",
Oklahoma,Kingfisher County,,,,,,,,,"15,765",
Oklahoma,Kiowa County,,,,,,,,,"8,708",
Oklahoma,Latimer County,,,,,,,,,"10,073",
Oklahoma,Le Flore County,,,,,,,,,"49,853",
Oklahoma,Lincoln County,,,,,,,,,"34,877",
Oklahoma,Logan County,,,,,,,,,"48,011",
Oklahoma,Love County,,,,,,,,,"10,253",
Oklahoma,Major County,,,,,,,,,"7,629",
Oklahoma,Marshall County,,,,,,,,,"16,931",
Oklahoma,Mayes County,,,,,,,,,"41,100",
Oklahoma,McClain County,,,,,,,,,"40,474",
Oklahoma,McCurtain County,,,,,,,,,"32,832",
Oklahoma,McIntosh County,,,,,,,,,"19,596",
Oklahoma,Murray County,,,,,,,,,"14,073",
Oklahoma,Muskogee County,,,,,,,,,"67,997",
Oklahoma,Noble County,,,,,,,,,"11,131",
Oklahoma,Nowata County,,,,,,,,,"10,076",
Oklahoma,Okfuskee County,,,,,,,,,"11,993",
Oklahoma,Oklahoma County,,,,,,,,,"797,434",
Oklahoma,Okmulgee County,,,,,,,,,"38,465",
Oklahoma,Osage County,,,,,,,,,"46,963",
Oklahoma,Ottawa County,,,,,,,,,"31,127",
Oklahoma,Pawnee County,,,,,,,,,"16,376",
Oklahoma,Payne County,,,,,,,,,"81,784",
Oklahoma,Pittsburg County,,,,,,,,,"43,654",
Oklahoma,Pontotoc County,,,,,,,,,"38,284",
Oklahoma,Pottawatomie County,,,,,,,,,"72,592",
Oklahoma,Pushmataha County,,,,,,,,,"11,096",
Oklahoma,Roger Mills County,,,,,,,,,"3,583",
Oklahoma,Rogers County,,,,,,,,,"92,459",
Oklahoma,Seminole County,,,,,,,,,"24,258",
Oklahoma,Sequoyah County,,,,,,,,,"41,569",
Oklahoma,Stephens County,,,,,,,,,"43,143",
Oklahoma,Texas County,,,,,,,,,"19,983",
Oklahoma,Tillman County,,,,,,,,,"7,250",
Oklahoma,Tulsa County,,,,,,,,,"651,552",
Oklahoma,Wagoner County,,,,,,,,,"81,289",
Oklahoma,Washington County,,,,,,,,,"51,527",
Oklahoma,Washita County,,,,,,,,,"10,916",
Oklahoma,Woods County,,,,,,,,,"8,793",
Oklahoma,Woodward County,,,,,,,,,"20,211",
Oregon,Baker County,,,,,,,,,"16,124",
Oregon,Benton County,,,,,,,,,"93,053",
Oregon,Clackamas County,,,,,,,,,"418,187",
Oregon,Clatsop County,,,,,,,,,"40,224",
Oregon,Columbia County,,,,,,,,,"52,354",
Oregon,Coos County,,,,,,,,,"64,487",
Oregon,Crook County,,,,,,,,,"24,404",
Oregon,Curry County,,,,,,,,,"22,925",
Oregon,Deschutes County,,,,,,,,,"197,692",
Oregon,Douglas County,,,,,,,,,"110,980",
Oregon,Gilliam County,,,,,,,,,"1,912",
Oregon,Grant County,,,,,,,,,"7,199",
Oregon,Harney County,,,,,,,,,"7,393",
Oregon,Hood River County,,,,,,,,,"23,382",
Oregon,Jackson County,,,,,,,,,"220,944",
Oregon,Jefferson County,,,,,,,,,"24,658",
Oregon,Josephine County,,,,,,,,,"87,487",
Oregon,Klamath County,,,,,,,,,"68,238",
Oregon,Lake County,,,,,,,,,"7,869",
Oregon,Lane County,,,,,,,,,"382,067",
Oregon,Lincoln County,,,,,,,,,"49,962",
Oregon,Linn County,,,,,,,,,"129,749",
Oregon,Malheur County,,,,,,,,,"30,571",
Oregon,Marion County,,,,,,,,,"347,818",
Oregon,Morrow County,,,,,,,,,"11,603",
Oregon,Multnomah County,Multnomah County Sheriff's Office,,http://www.mcso.us/PAID/,,https://mult-co-jail-data.netlify.app/developers,https://github.com/MultCoJailData,,,"812,855",
Oregon,Polk County,,,,,,,,,"86,085",
Oregon,Sherman County,,,,,,,,,"1,780",
Oregon,Tillamook County,,,,,,,,,"27,036",
Oregon,Umatilla County,,,,,,,,,"77,950",
Oregon,Union County,,,,,,,,,"26,835",
Oregon,Wallowa County,,,,,,,,,"7,208",
Oregon,Wasco County,,,,,,,,,"26,682",
Oregon,Washington County,,,,,,,,,"601,592",
Oregon,Wheeler County,,,,,,,,,"1,332",
Oregon,Yamhill County,,,,,,,,,"107,100",
Pennsylvania,Adams County,,,,,,,,,"103,009",
Pennsylvania,Allegheny County,,,,,,,,,"1,216,045",
Pennsylvania,Armstrong County,,,,,,,,,"64,735",
Pennsylvania,Beaver County,,,,,,,,,"163,929",
Pennsylvania,Bedford County,,,,,,,,,"47,888",
Pennsylvania,Berks County,,,,,,,,,"421,164",
Pennsylvania,Blair County,,,,,,,,,"121,829",
Pennsylvania,Bradford County,,,,,,,,,"60,323",
Pennsylvania,Bucks County,,,,,,,,,"628,270",
Pennsylvania,Butler County,,,,,,,,,"187,853",
Pennsylvania,Cambria County,,,,,,,,,"130,192",
Pennsylvania,Cameron County,,,,,,,,,"4,447",
Pennsylvania,Carbon County,,,,,,,,,"64,182",
Pennsylvania,Centre County,,,,,,,,,"162,385",
Pennsylvania,Chester County,,,,,,,,,"524,989",
Pennsylvania,Clarion County,,,,,,,,,"38,438",
Pennsylvania,Clearfield County,,,,,,,,,"79,255",
Pennsylvania,Clinton County,,,,,,,,,"38,632",
Pennsylvania,Columbia County,,,,,,,,,"64,964",
Pennsylvania,Crawford County,,,,,,,,,"84,629",
Pennsylvania,Cumberland County,,,,,,,,,"253,370",
Pennsylvania,Dauphin County,,,,,,,,,"278,299",
Pennsylvania,Delaware County,,,,,,,,,"566,747",
Pennsylvania,Elk County,,,,,,,,,"29,910",
Pennsylvania,Erie County,,,,,,,,,"269,728",
Pennsylvania,Fayette County,,,,,,,,,"129,274",
Pennsylvania,Forest County,,,,,,,,,"7,247",
Pennsylvania,Franklin County,,,,,,,,,"155,027",
Pennsylvania,Fulton County,,,,,,,,,"14,530",
Pennsylvania,Greene County,,,,,,,,,"36,233",
Pennsylvania,Huntingdon County,,,,,,,,,"45,144",
Pennsylvania,Indiana County,,,,,,,,,"84,073",
Pennsylvania,Jefferson County,,,,,,,,,"43,425",
Pennsylvania,Juniata County,,,,,,,,,"24,763",
Pennsylvania,Lackawanna County,,,,,,,,,"209,674",
Pennsylvania,Lancaster County,,,,,,,,,"545,724",
Pennsylvania,Lawrence County,,,,,,,,,"85,512",
Pennsylvania,Lebanon County,,,,,,,,,"141,793",
Pennsylvania,Lehigh County,,,,,,,,,"369,318",
Pennsylvania,Luzerne County,,,,,,,,,"317,417",
Pennsylvania,Lycoming County,,,,,,,,,"113,299",
Pennsylvania,McKean County,,,,,,,,,"40,625",
Pennsylvania,Mercer County,,,,,,,,,"109,424",
Pennsylvania,Mifflin County,,,,,,,,,"46,138",
Pennsylvania,Monroe County,,,,,,,,,"170,271",
Pennsylvania,Montgomery County,,,,,,,,,"830,915",
Pennsylvania,Montour County,,,,,,,,,"18,230",
Pennsylvania,Northampton County,,,,,,,,,"305,285",
Pennsylvania,Northumberland County,,,,,,,,,"90,843",
Pennsylvania,Perry County,,,,,,,,,"46,272",
Pennsylvania,Philadelphia County,,,,,,,,,"1,584,064",
Pennsylvania,Pike County,,,,,,,,,"55,809",
Pennsylvania,Potter County,,,,,,,,,"16,526",
Pennsylvania,Schuylkill County,,,,,,,,,"141,359",
Pennsylvania,Snyder County,,,,,,,,,"40,372",
Pennsylvania,Somerset County,,,,,,,,,"73,447",
Pennsylvania,Sullivan County,,,,,,,,,"6,066",
Pennsylvania,Susquehanna County,,,,,,,,,"40,328",
Pennsylvania,Tioga County,,,,,,,,,"40,591",
Pennsylvania,Union County,,,,,,,,,"44,923",
Pennsylvania,Venango County,,,,,,,,,"50,668",
Pennsylvania,Warren County,,,,,,,,,"39,191",
Pennsylvania,Washington County,,,,,,,,,"206,865",
Pennsylvania,Wayne County,,,,,,,,,"51,361",
Pennsylvania,Westmoreland County,,,,,,,,,"348,899",
Pennsylvania,Wyoming County,,,,,,,,,"26,794",
Pennsylvania,York County,,,,,,,,,"449,058",
Rhode Island,Bristol County,,,,,,,,,"48,479",
Rhode Island,Kent County,,,,,,,,,"164,292",
Rhode Island,Newport County,,,,,,,,,"82,082",
Rhode Island,Providence County,,,,,,,,,"638,931",
Rhode Island,Washington County,,,,,,,,,"125,577",
South Carolina,Abbeville County,,,https://publicindex.sccourts.org/abbeville/publicindex/,,,,Y,,"24,527",
South Carolina,Aiken County,,,https://publicindex.sccourts.org/aiken/publicindex/,,,,Y,,"170,872",
South Carolina,Allendale County,,,https://publicindex.sccourts.org/allendale/publicindex/,,,,Y,,"8,688",
South Carolina,Anderson County,,,https://publicindex.sccourts.org/anderson/publicindex/,,,,Y,,"202,558",
South Carolina,Bamberg County,,,https://publicindex.sccourts.org/bamberg/publicindex/,,,,Y,,"14,066",
South Carolina,Barnwell County,,,https://publicindex.sccourts.org/barnwell/publicindex/,,,,Y,,"20,866",
South Carolina,Beaufort County,,,https://publicindex.sccourts.org/beaufort/publicindex/,,,,Y,,"192,122",
South Carolina,Berkeley County,,,https://publicindex.sccourts.org/berkeley/publicindex/,,,,Y,,"227,907",
South Carolina,Calhoun County,,,https://publicindex.sccourts.org/calhoun/publicindex/,,,,Y,,"14,553",
South Carolina,Charleston County,,,https://jcmsweb.charlestoncounty.org/PublicIndex/?AspxAutoDetectCookieSupport=1,,,,Y,,"411,406",
South Carolina,Cherokee County,,,https://publicindex.sccourts.org/cherokee/publicindex/,,,,Y,,"57,300",
South Carolina,Chester County,,,https://publicindex.sccourts.org/chester/publicindex/,,,,Y,,"32,244",
South Carolina,Chesterfield County,,,https://publicindex.sccourts.org/chesterfield/publicindex/,,,,Y,,"45,650",
South Carolina,Clarendon County,,,https://publicindex.sccourts.org/clarendon/publicindex/,,,,Y,,"33,745",
South Carolina,Colleton County,,,https://publicindex.sccourts.org/colleton/publicindex/,,,,Y,,"37,677",
South Carolina,Darlington County,,,https://publicindex.sccourts.org/darlington/publicindex/,,,,Y,,"66,618",
South Carolina,Dillon County,,,https://publicindex.sccourts.org/dillon/publicindex/,,,,Y,,"30,479",
South Carolina,Dorchester County,,,https://publicindex.sccourts.org/dorchester/publicindex/,,,,Y,,"162,809",
South Carolina,Edgefield County,,,https://publicindex.sccourts.org/edgefield/publicindex/,,,,Y,,"27,260",
South Carolina,Fairfield County,,,https://publicindex.sccourts.org/fairfield/publicindex/,,,,Y,,"22,347",
South Carolina,Florence County,,,https://publicindex.sccourts.org/florence/publicindex/,,,,Y,,"138,293",
South Carolina,Georgetown County,,,https://publicindex.sccourts.org/georgetown/publicindex/,,,,Y,,"62,680",
South Carolina,Greenville County,,,https://www2.greenvillecounty.org/scjd/publicindex/,,,,Y,,"523,542",
South Carolina,Greenwood County,,,https://publicindex.sccourts.org/greenwood/publicindex,,,,Y,,"70,811",
South Carolina,Hampton County,,,https://publicindex.sccourts.org/hampton/publicindex/,,,,Y,,"19,222",
South Carolina,Horry County,,,https://publicindex.sccourts.org/horry/publicindex/,,,,Y,,"354,081",
South Carolina,Jasper County,,,https://publicindex.sccourts.org/jasper/publicindex/,,,,Y,,"30,073",
South Carolina,Kershaw County,,,https://publicindex.sccourts.org/kershaw/publicindex/,,,,Y,,"66,551",
South Carolina,Lancaster County,,,https://publicindex.sccourts.org/lancaster/publicindex/,,,,Y,,"98,012",
South Carolina,Laurens County,,,https://publicindex.sccourts.org/laurens/publicindex/,,,,Y,,"67,493",
South Carolina,Lee County,,,https://publicindex.sccourts.org/lee/publicindex/,,,,Y,,"16,828",
South Carolina,Lexington County,,,https://publicindex.sccourts.org/lexington/publicindex/,,,,Y,,"298,750",
South Carolina,Marion County,,,https://publicindex.sccourts.org/marion/publicindex/,,,,Y,,"30,657",
South Carolina,Marlboro County,,,https://publicindex.sccourts.org/marlboro/publicindex/,,,,Y,,"26,118",
South Carolina,McCormick County,,,https://publicindex.sccourts.org/mccormick/publicindex/,,,,Y,,"9,463",
South Carolina,Newberry County,,,https://publicindex.sccourts.org/newberry/publicindex/,,,,Y,,"38,440",
South Carolina,Oconee County,,,https://publicindex.sccourts.org/oconee/publicindex/,,,,Y,,"79,546",
South Carolina,Orangeburg County,,,https://publicindex.sccourts.org/orangeburg/publicindex/,,,,Y,,"86,175",
South Carolina,Pickens County,,,https://publicindex.sccourts.org/pickens/publicindex/,,,,Y,,"126,884",
South Carolina,Richland County,,,https://publicindex.sccourts.org/Richland/PublicIndex/disclaimer.aspx,,,,Y,,"415,759",
South Carolina,Saluda County,,,https://publicindex.sccourts.org/saluda/publicindex/,,,,Y,,"20,473",
South Carolina,Spartanburg County,,,https://publicindex.sccourts.org/spartanburg/publicindex/,,,,Y,,"319,785",
South Carolina,Sumter County,,,https://publicindex.sccourts.org/sumter/publicindex/,,,,Y,,"106,721",
South Carolina,Union County,,,https://publicindex.sccourts.org/union/publicindex/,,,,Y,,"27,316",
South Carolina,Williamsburg County,,,https://publicindex.sccourts.org/williamsburg/publicindex/,,,,Y,,"30,368",
South Carolina,York County,,,https://publicindex.sccourts.org/york/publicindex/,,,,Y,,"280,979",
South Dakota,Aurora County,,,,,,,,,"2,751",
South Dakota,Beadle County,,,,,,,,,"18,453",
South Dakota,Bennett County,,,,,,,,,"3,365",
South Dakota,Bon Homme County,,,,,,,,,"6,901",
South Dakota,Brookings County,,,,,,,,,"35,077",
South Dakota,Brown County,,,,,,,,,"38,839",
South Dakota,Brule County,,,,,,,,,"5,297",
South Dakota,Buffalo County,,,,,,,,,"1,962",
South Dakota,Butte County,,,,,,,,,"10,429",
South Dakota,Campbell County,,,,,,,,,"1,376",
South Dakota,Charles Mix County,,,,,,,,,"9,292",
South Dakota,Clark County,,,,,,,,,"3,736",
South Dakota,Clay County,,,,,,,,,"14,070",
South Dakota,Codington County,,,,,,,,,"28,009",
South Dakota,Corson County,,,,,,,,,"4,086",
South Dakota,Custer County,,,,,,,,,"8,972",
South Dakota,Davison County,,,,,,,,,"19,775",
South Dakota,Day County,,,,,,,,,"5,424",
South Dakota,Deuel County,,,,,,,,,"4,351",
South Dakota,Dewey County,,,,,,,,,"5,892",
South Dakota,Douglas County,,,,,,,,,"2,921",
South Dakota,Edmunds County,,,,,,,,,"3,829",
South Dakota,Fall River County,,,,,,,,,"6,713",
South Dakota,Faulk County,,,,,,,,,"2,299",
South Dakota,Grant County,,,,,,,,,"7,052",
South Dakota,Gregory County,,,,,,,,,"4,185",
South Dakota,Haakon County,,,,,,,,,"1,899",
South Dakota,Hamlin County,,,,,,,,,"6,164",
South Dakota,Hand County,,,,,,,,,"3,191",
South Dakota,Hanson County,,,,,,,,,"3,453",
South Dakota,Harding County,,,,,,,,,"1,298",
South Dakota,Hughes County,,,,,,,,,"17,526",
South Dakota,Hutchinson County,,,,,,,,,"7,291",
South Dakota,Hyde County,,,,,,,,,"1,301",
South Dakota,Jackson County,,,,,,,,,"3,344",
South Dakota,Jerauld County,,,,,,,,,"2,013",
South Dakota,Jones County,,,,,,,,,903,
South Dakota,Kingsbury County,,,,,,,,,"4,939",
South Dakota,Lake County,,,,,,,,,"12,797",
South Dakota,Lawrence County,,,,,,,,,"25,844",
South Dakota,Lincoln County,,,,,,,,,"61,128",
South Dakota,Lyman County,,,,,,,,,"3,781",
South Dakota,Marshall County,,,,,,,,,"4,935",
South Dakota,McCook County,,,,,,,,,"5,586",
South Dakota,McPherson County,,,,,,,,,"2,379",
South Dakota,Meade County,,,,,,,,,"28,332",
South Dakota,Mellette County,,,,,,,,,"2,061",
South Dakota,Miner County,,,,,,,,,"2,216",
South Dakota,Minnehaha County,,,,,,,,,"193,134",
South Dakota,Moody County,,,,,,,,,"6,576",
South Dakota,Oglala Lakota County,,,,,,,,,"14,177",
South Dakota,Pennington County,,,,,,,,,"113,775",
South Dakota,Perkins County,,,,,,,,,"2,865",
South Dakota,Potter County,,,,,,,,,"2,153",
South Dakota,Roberts County,,,,,,,,,"10,394",
South Dakota,Sanborn County,,,,,,,,,"2,344",
South Dakota,Spink County,,,,,,,,,"6,376",
South Dakota,Stanley County,,,,,,,,,"3,098",
South Dakota,Sully County,,,,,,,,,"1,391",
South Dakota,Todd County,,,,,,,,,"10,177",
South Dakota,Tripp County,,,,,,,,,"5,441",
South Dakota,Turner County,,,,,,,,,"8,384",
South Dakota,Union County,,,,,,,,,"15,932",
South Dakota,Walworth County,,,,,,,,,"5,435",
South Dakota,Yankton County,,,,,,,,,"22,814",
South Dakota,Ziebach County,,,,,,,,,"2,756",
Tennessee,Anderson County,,,,,,,,,"76,978",
Tennessee,Bedford County,,,,,,,,,"49,713",
Tennessee,Benton County,,,,,,,,,"16,160",
Tennessee,Bledsoe County,,,,,,,,,"15,064",
Tennessee,Blount County,,,,,,,,,"133,088",
Tennessee,Bradley County,,,,,,,,,"108,110",
Tennessee,Campbell County,,,,,,,,,"39,842",
Tennessee,Cannon County,,,,,,,,,"14,678",
Tennessee,Carroll County,,,,,,,,,"27,767",
Tennessee,Carter County,,,,,,,,,"56,391",
Tennessee,Cheatham County,,,,,,,,,"40,667",
Tennessee,Chester County,,,,,,,,,"17,297",
Tennessee,Claiborne County,,,,,,,,,"31,959",
Tennessee,Clay County,,,,,,,,,"7,615",
Tennessee,Cocke County,,,,,,,,,"36,004",
Tennessee,Coffee County,,,,,,,,,"56,520",
Tennessee,Crockett County,,,,,,,,,"14,230",
Tennessee,Cumberland County,,,,,,,,,"60,520",
Tennessee,Davidson County,,,,,,,,,"694,144",
Tennessee,Decatur County,,,,,,,,,"11,663",
Tennessee,DeKalb County,,,,,,,,,"20,490",
Tennessee,Dickson County,,,,,,,,,"53,948",
Tennessee,Dyer County,,,,,,,,,"37,159",
Tennessee,Fayette County,,,,,,,,,"41,133",
Tennessee,Fentress County,,,,,,,,,"18,523",
Tennessee,Franklin County,,,,,,,,,"42,208",
Tennessee,Gibson County,,,,,,,,,"49,133",
Tennessee,Giles County,,,,,,,,,"29,464",
Tennessee,Grainger County,,,,,,,,,"23,320",
Tennessee,Greene County,,,,,,,,,"69,069",
Tennessee,Grundy County,,,,,,,,,"13,427",
Tennessee,Hamblen County,,,,,,,,,"64,934",
Tennessee,Hamilton County,,,,,,,,,"367,804",
Tennessee,Hancock County,,,,,,,,,"6,620",
Tennessee,Hardeman County,,,,,,,,,"25,050",
Tennessee,Hardin County,,,,,,,,,"25,652",
Tennessee,Hawkins County,,,,,,,,,"56,786",
Tennessee,Haywood County,,,,,,,,,"17,304",
Tennessee,Henderson County,,,,,,,,,"28,117",
Tennessee,Henry County,,,,,,,,,"32,345",
Tennessee,Hickman County,,,,,,,,,"25,178",
Tennessee,Houston County,,,,,,,,,"8,201",
Tennessee,Humphreys County,,,,,,,,,"18,582",
Tennessee,Jackson County,,,,,,,,,"11,786",
Tennessee,Jefferson County,,,,,,,,,"54,495",
Tennessee,Johnson County,,,,,,,,,"17,788",
Tennessee,Knox County,,,,,,,,,"470,313",
Tennessee,Lake County,,,,,,,,,"7,016",
Tennessee,Lauderdale County,,,,,,,,,"25,633",
Tennessee,Lawrence County,,,,,,,,,"44,142",
Tennessee,Lewis County,,,,,,,,,"12,268",
Tennessee,Lincoln County,,,,,,,,,"34,366",
Tennessee,Loudon County,,,,,,,,,"54,068",
Tennessee,Macon County,,,,,,,,,"24,602",
Tennessee,Madison County,,,,,,,,,"97,984",
Tennessee,Marion County,,,,,,,,,"28,907",
Tennessee,Marshall County,,,,,,,,,"34,375",
Tennessee,Maury County,,,,,,,,,"96,387",
Tennessee,McMinn County,,,,,,,,,"53,794",
Tennessee,McNairy County,,,,,,,,,"25,694",
Tennessee,Meigs County,,,,,,,,,"12,422",
Tennessee,Monroe County,,,,,,,,,"46,545",
Tennessee,Montgomery County,,,,,,,,,"208,993",
Tennessee,Moore County,,,,,,,,,"6,488",
Tennessee,Morgan County,,,,,,,,,"21,403",
Tennessee,Obion County,,,,,,,,,"30,069",
Tennessee,Overton County,,,,,,,,,"22,241",
Tennessee,Perry County,,,,,,,,,"8,076",
Tennessee,Pickett County,,,,,,,,,"5,048",
Tennessee,Polk County,,,,,,,,,"16,832",
Tennessee,Putnam County,,,,,,,,,"80,245",
Tennessee,Rhea County,,,,,,,,,"33,167",
Tennessee,Roane County,,,,,,,,,"53,382",
Tennessee,Robertson County,,,,,,,,,"71,813",
Tennessee,Rutherford County,,,,,,,,,"332,285",
Tennessee,Scott County,,,,,,,,,"22,068",
Tennessee,Sequatchie County,,,,,,,,,"15,026",
Tennessee,Sevier County,,,,,,,,,"98,250",
Tennessee,Shelby County,,,,,,,,,"937,166",
Tennessee,Smith County,,,,,,,,,"20,157",
Tennessee,Stewart County,,,,,,,,,"13,715",
Tennessee,Sullivan County,,,,,,,,,"158,348",
Tennessee,Sumner County,,,,,,,,,"191,283",
Tennessee,Tipton County,,,,,,,,,"61,599",
Tennessee,Trousdale County,,,,,,,,,"11,284",
Tennessee,Unicoi County,,,,,,,,,"17,883",
Tennessee,Union County,,,,,,,,,"19,972",
Tennessee,Van Buren County,,,,,,,,,"5,872",
Tennessee,Warren County,,,,,,,,,"41,277",
Tennessee,Washington County,,,,,,,,,"129,375",
Tennessee,Wayne County,,,,,,,,,"16,673",
Tennessee,Weakley County,,,,,,,,,"33,328",
Tennessee,White County,,,,,,,,,"27,345",
Tennessee,Williamson County,,,,,,,,,"238,412",
Tennessee,Wilson County,,,,,,,,,"144,657",
Texas,Anderson County,,,,,,,,,"57,735",
Texas,Andrews County,,,,,,,,,"18,705",
Texas,Angelina County,,,,,,,,,"86,715",
Texas,Aransas County,,,,,,,,,"23,510",
Texas,Archer County,,,,,,,,,"8,553",
Texas,Armstrong County,,,,,,,,,"1,887",
Texas,Atascosa County,,,,,,,,,"51,153",
Texas,Austin County,,,,,,,,,"30,032",
Texas,Bailey County,,,,,,,,,"7,000",
Texas,Bandera County,,,,,,,,,"23,112",
Texas,Bastrop County,,,,,,,,,"88,723",
Texas,Baylor County,,,,,,,,,"3,509",
Texas,Bee County,,,,,,,,,"32,565",
Texas,Bell County,,,,,,,,,"362,924",
Texas,Bexar County,,,https://www.bexar.org/2988/Online-District-Clerk-Criminal-Records,,,,,,"2,003,554",
Texas,Blanco County,,,,,,,,,"11,931",
Texas,Borden County,,,,,,,,,654,
Texas,Bosque County,,,,,,,,,"18,685",
Texas,Bowie County,,,,,,,,,"93,245",
Texas,Brazoria County,,,,,,,,,"374,264",
Texas,Brazos County,,,,,,,,,"229,211",
Texas,Brewster County,,,,,,,,,"9,203",
Texas,Briscoe County,,,,,,,,,"1,546",
Texas,Brooks County,,,,,,,,,"7,093",
Texas,Brown County,,,,,,,,,"37,864",
Texas,Burleson County,,,,,,,,,"18,443",
Texas,Burnet County,,,,,,,,,"48,155",
Texas,Caldwell County,,,,,,,,,"43,664",
Texas,Calhoun County,,,,,,,,,"21,290",
Texas,Callahan County,,,,,,,,,"13,943",
Texas,Cameron County,,,,,,,,,"423,163",
Texas,Camp County,,,,,,,,,"13,094",
Texas,Carson County,,,,,,,,,"5,926",
Texas,Cass County,,,,,,,,,"30,026",
Texas,Castro County,,,,,,,,,"7,530",
Texas,Chambers County,,,,,,,,,"43,837",
Texas,Cherokee County,,,,,,,,,"52,646",
Texas,Childress County,,,,,,,,,"7,306",
Texas,Clay County,,,,,,,,,"10,471",
Texas,Cochran County,,,,,,,,,"2,853",
Texas,Coke County,,,,,,,,,"3,387",
Texas,Coleman County,,,,,,,,,"8,175",
Texas,Collin County,,,,,,,,,"1,034,730",
Texas,Collingsworth County,,,,,,,,,"2,920",
Texas,Colorado County,,,,,,,,,"21,493",
Texas,Comal County,,,,,,,,,"156,209",
Texas,Comanche County,,,,,,,,,"13,635",
Texas,Concho County,,,,,,,,,"2,726",
Texas,Cooke County,,,,,,,,,"41,257",
Texas,Coryell County,,,,,,,,,"75,951",
Texas,Cottle County,,,,,,,,,"1,398",
Texas,Crane County,,,,,,,,,"4,797",
Texas,Crockett County,,,,,,,,,"3,464",
Texas,Crosby County,,,,,,,,,"5,737",
Texas,Culberson County,,,,,,,,,"2,171",
Texas,Dallam County,,,,,,,,,"7,287",
